Date,XLF
2007-02-20,30.83671760559082
2007-02-21,30.706741333007812
2007-02-22,30.584890365600586
2007-02-23,30.300569534301758
2007-02-26,30.081235885620117
2007-02-27,28.675872802734375
2007-02-28,29.203899383544922
2007-03-01,29.171405792236328
2007-03-02,28.838342666625977
2007-03-05,28.3834285736084
2007-03-06,28.976442337036133
2007-03-07,28.805849075317383
2007-03-08,29.065799713134766
2007-03-09,29.1389102935791
2007-03-12,29.1389102935791
2007-03-13,28.269699096679688
2007-03-14,28.334686279296875
2007-03-15,28.675872802734375
2007-03-16,28.448415756225586
2007-03-19,28.635255813598633
2007-03-20,28.895206451416016
2007-03-21,29.55320930480957
2007-03-22,29.374492645263672
2007-03-23,29.406986236572266
2007-03-26,29.26076316833496
2007-03-27,29.082046508789062
2007-03-28,28.71649169921875
2007-03-29,28.862712860107422
2007-03-30,28.94394874572754
2007-04-02,28.675872802734375
2007-04-03,29.033306121826172
2007-04-04,29.033306121826172
2007-04-05,29.04955291748047
2007-04-09,29.04142951965332
2007-04-10,29.171405792236328
2007-04-11,28.927701950073242
2007-04-12,28.87895965576172
2007-04-13,29.000812530517578
2007-04-16,29.707555770874023
2007-04-17,29.699430465698242
2007-04-18,30.040616989135742
2007-04-19,30.0
2007-04-20,30.154346466064453
2007-04-23,30.073110580444336
2007-04-24,29.983753204345703
2007-04-25,30.38992691040039
2007-04-26,30.3411865234375
2007-04-27,30.300569534301758
2007-04-30,30.064987182617188
2007-05-01,30.12185287475586
2007-05-02,30.251827239990234
2007-05-03,30.536148071289062
2007-05-04,30.641754150390625
2007-05-07,30.682371139526367
2007-05-08,30.61738395690918
2007-05-09,30.77985382080078
2007-05-10,30.3411865234375
2007-05-11,30.66612434387207
2007-05-14,30.5199031829834
2007-05-15,30.44679069519043
2007-05-16,30.796100616455078
2007-05-17,30.641754150390625
2007-05-18,30.72298812866211
2007-05-21,30.755483627319336
2007-05-22,30.77985382080078
2007-05-23,30.755483627319336
2007-05-24,30.479284286499023
2007-05-25,30.536148071289062
2007-05-29,30.66612434387207
2007-05-30,30.877334594726562
2007-05-31,30.78797721862793
2007-06-01,30.885459899902344
2007-06-04,30.8448429107666
